id,identifier,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,order,conquest_order,is_legendary,is_mythical
671,florges,6,670,344,9,4,,8,45,70,0,20,0,2,0,672,,0,0
672,skiddo,6,,345,3,8,,4,200,70,0,20,0,2,0,673,,0,0
673,gogoat,6,672,345,3,8,,4,45,70,0,20,0,2,0,674,,0,0
674,pancham,6,,346,9,6,,4,220,70,0,25,0,2,0,675,,0,0
675,pangoro,6,674,346,9,12,,4,65,70,0,25,0,2,0,676,,0,0
676,furfrou,6,,347,9,8,,4,160,70,0,20,0,2,1,677,,0,0
677,espurr,6,,348,4,6,,4,190,70,0,20,0,2,0,678,,0,0
678,meowstic,6,677,348,2,6,,4,75,70,0,20,1,2,0,679,,0,0
679,honedge,6,,349,3,5,,4,180,70,0,20,0,2,0,680,,0,0
680,doublade,6,679,349,3,11,,4,90,70,0,20,0,2,0,681,,0,0
681,aegislash,6,680,349,3,5,,4,45,70,0,20,0,2,1,682,,0,0
682,spritzee,6,,350,6,4,,4,200,70,0,20,0,2,0,683,,0,0
683,aromatisse,6,682,350,6,12,,4,140,70,0,20,0,2,0,684,,0,0
684,swirlix,6,,351,9,7,,4,200,70,0,20,0,2,0,685,,0,0
685,slurpuff,6,684,351,9,12,,4,140,70,0,20,0,2,0,686,,0,0
686,inkay,6,,352,2,10,,4,190,70,0,20,0,2,0,687,,0,0
687,malamar,6,686,352,2,5,,4,80,70,0,20,0,2,0,688,,0,0
688,binacle,6,,353,3,11,,4,120,70,0,20,0,2,0,689,,0,0
689,barbaracle,6,688,353,3,11,,4,45,70,0,20,0,2,0,690,,0,0
690,skrelp,6,,354,3,5,,4,225,70,0,20,0,2,0,691,,0,0
691,dragalge,6,690,354,3,5,,4,55,70,0,20,0,2,0,692,,0,0
692,clauncher,6,,355,2,14,,4,225,70,0,15,0,1,0,693,,0,0
693,clawitzer,6,692,355,2,2,,4,55,70,0,15,0,1,0,694,,0,0
694,helioptile,6,,356,10,6,,4,190,70,0,20,0,2,0,695,,0,0
695,heliolisk,6,694,356,10,6,,4,75,70,0,20,0,2,0,696,,0,0
696,tyrunt,6,,357,3,6,,1,45,70,0,30,0,2,0,697,,0,0
697,tyrantrum,6,696,357,8,6,,1,45,70,0,30,0,2,0,698,,0,0
698,amaura,6,,358,2,8,,1,45,70,0,30,0,2,0,699,,0,0
699,aurorus,6,698,358,2,8,,1,45,70,0,30,0,2,0,700,,0,0
700,sylveon,6,133,67,6,8,,1,45,70,0,35,0,2,0,165,,0,0
701,hawlucha,6,,359,5,12,,4,100,70,0,20,0,2,0,701,,0,0
702,dedenne,6,,360,10,6,,4,180,70,0,20,0,2,0,702,,0,0
703,carbink,6,,361,4,1,,-1,60,70,0,25,0,1,0,703,,0,0
704,goomy,6,,362,7,2,,4,45,35,0,40,0,1,0,704,,0,0
705,sliggoo,6,704,362,7,2,,4,45,35,0,40,0,1,0,705,,0,0
706,goodra,6,705,362,7,6,,4,45,35,0,40,0,1,0,706,,0,0
707,klefki,6,,363,4,1,,4,75,70,0,20,0,3,0,707,,0,0
708,phantump,6,,364,3,4,,4,120,70,0,20,0,2,0,708,,0,0
709,trevenant,6,708,364,3,10,,4,60,70,0,20,0,2,0,709,,0,0
710,pumpkaboo,6,,365,3,1,,4,120,70,0,20,0,2,0,710,,0,0
711,gourgeist,6,710,365,3,5,,4,60,70,0,20,0,2,0,711,,0,0
712,bergmite,6,,366,2,8,,4,190,70,0,20,0,2,0,712,,0,0
713,avalugg,6,712,366,2,8,,4,55,70,0,20,0,2,0,713,,0,0
714,noibat,6,,367,7,9,,4,190,70,0,20,0,2,0,714,,0,0
715,noivern,6,714,367,7,9,,4,45,70,0,20,0,2,0,715,,0,0
716,xerneas,6,,368,2,8,,-1,45,0,0,120,0,1,1,716,,1,0
717,yveltal,6,,369,8,9,,-1,45,0,0,120,0,1,0,717,,1,0
718,zygarde,6,,370,5,2,,-1,3,0,0,120,0,1,0,718,,1,0
719,diancie,6,,371,6,4,,-1,3,70,0,25,0,1,1,719,,0,1
720,hoopa,6,,372,7,4,,-1,3,100,0,120,0,1,0,720,,0,1
721,volcanion,6,,373,3,8,,-1,3,100,0,120,0,1,0,721,,0,1
722,rowlet,7,,374,3,9,,1,45,70,0,15,0,4,0,722,,0,0
723,dartrix,7,722,374,3,9,,1,45,70,0,15,0,4,0,723,,0,0
724,decidueye,7,723,374,3,9,,1,45,70,0,15,0,4,0,724,,0,0
725,litten,7,,375,8,8,,1,45,70,0,15,0,4,0,725,,0,0
726,torracat,7,725,375,8,8,,1,45,70,0,15,0,4,0,726,,0,0
727,incineroar,7,726,375,8,6,,1,45,70,0,15,0,4,0,727,,0,0
728,popplio,7,,376,2,3,,1,45,70,0,15,0,4,0,728,,0,0
729,brionne,7,728,376,2,3,,1,45,70,0,15,0,4,0,729,,0,0
730,primarina,7,729,376,2,3,,1,45,70,0,15,0,4,0,730,,0,0
731,pikipek,7,,377,1,9,,4,255,70,0,15,0,2,0,731,,0,0
732,trumbeak,7,731,377,1,9,,4,120,70,0,15,0,2,0,732,,0,0
733,toucannon,7,732,377,1,9,,4,45,70,0,15,0,2,0,733,,0,0
734,yungoos,7,,378,3,8,,4,255,70,0,15,0,2,0,734,,0,0
735,gumshoos,7,734,378,3,8,,4,127,70,0,15,0,2,0,735,,0,0
736,grubbin,7,,379,4,14,,4,255,70,0,15,0,2,0,736,,0,0
737,charjabug,7,736,379,5,2,,4,120,70,0,15,0,2,0,737,,0,0
738,vikavolt,7,737,379,2,14,,4,45,70,0,15,0,2,0,738,,0,0
739,crabrawler,7,,380,7,14,,4,225,70,0,20,0,2,0,739,,0,0
740,crabominable,7,739,380,9,14,,4,60,70,0,20,0,2,0,740,,0,0
741,oricorio,7,,381,8,9,,6,45,70,0,20,0,2,0,741,,0,0
742,cutiefly,7,,382,10,14,,4,190,70,0,20,0,2,0,742,,0,0
743,ribombee,7,742,382,10,13,,4,75,70,0,20,0,2,0,743,,0,0
744,rockruff,7,,383,3,8,,4,190,70,0,15,0,2,0,744,,0,0
745,lycanroc,7,744,383,3,8,,4,90,70,0,15,0,2,0,745,,0,0
746,wishiwashi,7,,384,2,3,,4,60,70,0,15,0,3,0,746,,0,0
747,mareanie,7,,385,2,5,,4,190,70,0,20,0,2,0,747,,0,0
748,toxapex,7,747,385,2,10,,4,75,70,0,20,0,2,0,748,,0,0
749,mudbray,7,,386,3,8,,4,190,70,0,20,0,2,0,749,,0,0
750,mudsdale,7,749,386,3,8,,4,60,70,0,20,0,2,0,750,,0,0
751,dewpider,7,,387,5,7,,4,200,70,0,15,0,2,0,751,,0,0
752,araquanid,7,751,387,5,14,,4,100,70,0,15,0,2,0,752,,0,0
753,fomantis,7,,388,6,6,,4,190,70,0,20,0,2,0,753,,0,0
754,lurantis,7,753,388,6,12,,4,75,70,0,20,0,2,0,754,,0,0
755,morelull,7,,389,7,5,,4,190,70,0,20,0,2,0,755,,0,0
756,shiinotic,7,755,389,7,12,,4,75,70,0,20,0,2,0,756,,0,0
757,salandit,7,,390,1,8,,1,120,70,0,20,0,2,0,757,,0,0
758,salazzle,7,757,390,1,8,,8,45,70,0,20,0,2,0,758,,0,0
759,stufful,7,,391,6,8,,4,140,70,0,15,0,2,0,759,,0,0
760,bewear,7,759,391,6,6,,4,70,70,0,15,0,2,0,760,,0,0
761,bounsweet,7,,392,7,7,,8,235,70,0,20,0,4,0,761,,0,0
762,steenee,7,761,392,7,12,,8,120,70,0,20,0,4,0,762,,0,0
763,tsareena,7,762,392,7,12,,8,45,70,0,20,0,4,0,763,,0,0
764,comfey,7,,393,5,1,,6,60,70,0,20,0,3,0,764,,0,0
765,oranguru,7,,394,9,12,,4,45,70,0,20,0,1,0,765,,0,0
766,passimian,7,,395,9,6,,4,45,70,0,20,0,1,0,766,,0,0
767,wimpod,7,,396,4,10,,4,90,70,0,20,0,2,0,767,,0,0
768,golisopod,7,767,396,4,12,,4,45,70,0,20,0,2,0,768,,0,0
769,sandygast,7,,397,3,2,,4,140,70,0,15,0,2,0,769,,0,0
770,palossand,7,769,397,3,2,,4,60,70,0,15,0,2,0,770,,0,0
771,pyukumuku,7,,398,1,2,,4,60,70,0,15,0,3,0,771,,0,0
772,type-null,7,,399,4,8,,-1,3,0,0,120,0,1,0,772,,0,0
773,silvally,7,772,399,4,8,,-1,3,0,0,120,0,1,0,773,,0,0
774,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,,0,0
775,komala,7,,401,2,12,,4,45,70,0,20,0,1,0,775,,0,0
776,turtonator,7,,402,8,6,,4,70,70,0,20,0,2,0,776,,0,0
777,togedemaru,7,,403,4,6,,4,180,70,0,10,0,2,0,777,,0,0
778,mimikyu,7,,404,10,2,,4,45,70,0,20,0,2,0,778,,0,0
779,bruxish,7,,405,6,3,,4,80,70,0,15,0,2,0,779,,0,0
780,drampa,7,,406,9,2,,4,70,70,0,20,0,2,0,780,,0,0
781,dhelmise,7,,407,5,5,,-1,25,70,0,25,0,2,0,781,,0,0
782,jangmo-o,7,,408,4,8,,4,45,70,0,40,0,1,0,782,,0,0
783,hakamo-o,7,782,408,4,6,,4,45,70,0,40,0,1,0,783,,0,0
784,kommo-o,7,783,408,4,6,,4,45,70,0,40,0,1,0,784,,0,0
785,tapu-koko,7,,409,10,4,,-1,3,70,0,15,0,1,0,785,,1,0
786,tapu-lele,7,,410,6,4,,-1,3,70,0,15,0,1,0,786,,1,0
787,tapu-bulu,7,,411,8,4,,-1,3,70,0,15,0,1,0,787,,1,0
788,tapu-fini,7,,412,7,4,,-1,3,70,0,15,0,1,0,788,,1,0
789,cosmog,7,,413,2,1,,-1,45,0,0,120,0,1,0,789,,1,0
790,cosmoem,7,789,413,2,1,,-1,45,0,0,120,0,1,0,790,,1,0
791,solgaleo,7,790,413,9,8,,-1,45,0,0,120,0,1,0,791,,1,0
792,lunala,7,790,413,7,9,,-1,45,0,0,120,0,1,0,792,,1,0
793,nihilego,7,,414,9,10,,-1,45,0,0,120,0,1,0,793,,0,0
794,buzzwole,7,,415,8,10,,-1,45,0,0,120,0,1,0,794,,0,0
795,pheromosa,7,,416,9,12,,-1,45,0,0,120,0,1,0,795,,0,0
796,xurkitree,7,,417,1,6,,-1,45,0,0,120,0,1,0,796,,0,0
797,celesteela,7,,418,5,12,,-1,45,0,0,120,0,1,0,797,,0,0
798,kartana,7,,419,9,12,,-1,45,0,0,120,0,1,0,798,,0,0
799,guzzlord,7,,420,1,6,,-1,45,0,0,120,0,1,0,799,,0,0
800,necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,800,,1,0
801,magearna,7,,422,4,12,,-1,3,0,0,120,0,1,0,801,,0,1
802,marshadow,7,,423,4,12,,-1,3,0,0,120,0,1,0,802,,0,1
803,poipole,7,,424,7,6,,-1,45,0,0,120,0,1,0,803,,0,0
804,naganadel,7,803,424,7,9,,-1,45,0,0,120,0,1,0,804,,0,0
805,stakataka,7,,425,4,8,,-1,30,0,0,120,0,1,0,805,,0,0
806,blacephalon,7,,426,9,12,,-1,30,0,0,120,0,1,0,806,,0,0
807,zeraora,7,,427,10,12,,-1,3,0,0,120,0,1,0,807,,0,1
