location_id,local_language_id,name,subtitle
606,6,Route 6,
606,7,Ruta 6,
606,8,Percorso 6,
606,9,Route 6,
606,11,６番道路,
607,1,パレのなみきみち,
607,3,팔레 가로수 길,
607,5,Allée du Palais,
607,6,Palais-Allee,
607,7,Alameda del Palacio,
607,8,Boulevard Palazzo,
607,9,Palais Lane,
607,11,パレの並木道,
608,1,パルファムきゅうでん,
608,3,파르팽 궁전,
608,5,Palais Chaydeuvre,
608,6,Magnum-Opus-Palast,
608,7,Palacio Cénit,
608,8,Reggia Aurea,
608,9,Parfum Palace,
608,11,パルファム宮殿,
609,1,７ばんどうろ,
609,3,7번도로,
609,5,Route 7,
609,6,Route 7,
609,7,Ruta 7,
609,8,Percorso 7,
609,9,Route 7,
609,11,７番道路,
610,1,リビエールライン,
610,3,리비에르 라인,
610,5,Chemin des Berges,
610,6,Rivière-Promenade,
610,7,Paseo de la Ribera,
610,8,Via Fiume,
610,9,Rivière Walk,
610,11,リビエールライン,
611,1,ショウヨウシティ,
611,3,삼채시티,
611,5,Relifac-le-Haut,
611,6,Relievera City,
611,7,Ciudad Relieve,
611,8,Altoripoli,
611,9,Cyllage City,
611,11,ショウヨウシティ,
612,1,８ばんどうろ,
612,3,8번도로,
612,5,Route 8,
612,6,Route 8,
612,7,Ruta 8,
612,8,Percorso 8,
612,9,Route 8,
612,11,８番道路,
613,1,ミュライユかいがん,
613,3,미라유 해안,
613,5,Falaise Muraille,
613,6,Muraille-Küstenpfad,
613,7,Muralla Costera,
613,8,Muraglia Costiera,
613,9,Muraille Coast,
613,11,ミュライユ海岸,
614,1,コウジンタウン,
614,3,가라마을,
614,5,Roche-sur-Gliffe,
614,6,Petrophia,
614,7,Pueblo Petroglifo,
614,8,Petroglifari,
614,9,Ambrette Town,
614,11,コウジンタウン,
615,1,９ばんどうろ,
615,3,9번도로,
615,5,Route 9,
615,6,Route 9,
615,7,Ruta 9,
615,8,Percorso 9,
615,9,Route 9,
615,11,９番道路,
616,1,トゲトゲさんどう,
616,3,뿔 산길,
616,5,Piste Piquante,
616,6,Rihorn-Pass,
616,7,Paso de Rhyhorn,
616,8,Sentiero Punzoni,
616,9,Spikes Passage,
616,11,トゲトゲ山道,
617,1,バトルシャトー,
617,3,배틀샤토,
617,5,Château de Combat,
617,6,Kampfschloss,
617,7,Bastión Batalla,
617,8,Castello Lotta,
617,9,Battle Chateau,
617,11,バトルシャトー,
618,1,１０ばんどうろ,
618,3,10번도로,
618,5,Route 10,
618,6,Route 10,
618,7,Ruta 10,
618,8,Percorso 10,
618,9,Route 10,
618,11,１０番道路,
619,1,メンヒルロード,
619,3,멘히르로드,
619,5,Route Menhir,
619,6,Menhir-Weg,
619,7,Camino Menhires,
619,8,Strada dei Menhir,
619,9,Menhir Trail,
619,11,メンヒルロード,
620,1,セキタイタウン,
620,3,옥유마을,
620,5,Cromlac’h,
620,6,Cromlexia,
620,7,Pueblo Crómlech,
620,8,Cromleburgo,
620,9,Geosenge Town,
620,11,セキタイタウン,
621,1,１１ばんどうろ,
621,3,11번도로,
621,5,Route 11,
621,6,Route 11,
621,7,Ruta 11,
621,8,Percorso 11,
621,9,Route 11,
621,11,１１番道路,
622,1,ミロワールどおり,
622,3,미르와르 도로,
622,5,Chemin Miroir,
622,6,Miroir-Weg,
622,7,Senda Reflejos,
622,8,Via dei Riflessi,
622,9,Miroir Way,
622,11,ミロワール通り,
623,1,うつしみのどうくつ,
623,3,비춤의 동굴,
623,5,Grotte Miroitante,
623,6,Spiegelhöhle,
623,7,Cueva Reflejos,
623,8,Grotta dei Riflessi,
623,9,Reflection Cave,
623,11,映し身の洞窟,
624,1,シャラシティ,
624,3,사라시티,
624,5,Yantreizh,
624,6,Yantara City,
624,7,Ciudad Yantra,
624,8,Yantaropoli,
624,9,Shalour City,
624,11,シャラシティ,
625,1,マスタータワー,
625,3,마스터타워,
625,5,Tour Maîtrise,
625,6,Turm der Erkenntnis,
625,7,Torre Maestra,
625,8,Torre Maestra,
625,9,Tower of Mastery,
625,11,マスタータワー,
626,1,１２ばんどうろ,
626,3,12번도로,
626,5,Route 12,
626,6,Route 12,
626,7,Ruta 12,
626,8,Percorso 12,
626,9,Route 12,
626,11,１２番道路,
627,1,フラージュどおり,
627,3,프라주 도로,
627,5,Chemin Fourrage,
627,6,Fourrage-Weg,
627,7,Vereda del Heno,
627,8,Via dei Pascoli,
627,9,Fourrage Road,
627,11,フラージュ通り,
628,1,ヒヨクシティ,
628,3,비익시티,
628,5,Port Tempères,
628,6,Tempera City,
628,7,Ciudad Témpera,
628,8,Temperopoli,
628,9,Coumarine City,
628,11,ヒヨクシティ,
629,1,１３ばんどうろ,
629,3,13번도로,
629,5,Route 13,
629,6,Route 13,
629,7,Ruta 13,
629,8,Percorso 13,
629,9,Route 13,
629,11,１３番道路,
630,1,ミアレのこうや,
630,3,미르 황야,
630,5,Steppe d’Illumis,
630,6,Illumina-Steppe,
630,7,Páramo de Luminalia,
630,8,Landa di Luminopoli,
630,9,Lumiose Badlands,
630,11,ミアレの荒野,
631,1,１４ばんどうろ,
631,3,14번도로,
631,5,Route 14,
631,6,Route 14,
631,7,Ruta 14,
631,8,Percorso 14,
631,9,Route 14,
631,11,１４番道路,
632,1,クノエのりんどう,
632,3,후늬 임도,
632,5,Laie Romant-ss-Bois,
632,6,Romantia-Waldweg,
632,7,Arboleda Romantis,
632,8,Sentiero Romantopoli,
632,9,Laverre Nature Trail,
632,11,クノエの林道,
633,1,クノエシティ,
633,3,후늬시티,
633,5,Romant-sous-Bois,
633,6,Romantia City,
633,7,Ciudad Romantis,
633,8,Romantopoli,
633,9,Laverre City,
633,11,クノエシティ,
634,1,ボールこうじょう,
634,3,볼 공장,
634,5,Usine de Poké Balls,
634,6,Pokéball-Fabrik,
634,7,Fábrica Poké Balls,
634,8,Fabbrica Poké Ball,
634,9,Poké Ball Factory,
634,11,ボール工場,
635,1,１５ばんどうろ,
635,3,15번도로,
635,5,Route 15,
635,6,Route 15,
635,7,Ruta 15,
635,8,Percorso 15,
635,9,Route 15,
635,11,１５番道路,
636,1,ブランどおり,
636,3,브렁 도로,
636,5,Chemin Brun,
636,6,Brun-Weg,
636,7,Sendero Hojarasca,
636,8,Via Fogliebrune,
636,9,Brun Way,
636,11,ブラン通り,
637,1,フウジョタウン,
637,3,버들비마을,
637,5,La Frescale,
637,6,Frescora,
637,7,Pueblo Fresco,
637,8,Frescovilla,
637,9,Dendemille Town,
637,11,フウジョタウン,
638,1,１６ばんどうろ,
638,3,16번도로,
638,5,Route 16,
638,6,Route 16,
638,7,Ruta 16,
638,8,Percorso 16,
638,9,Route 16,
638,11,１６番道路,
639,1,トリストどおり,
639,3,트리스트 도로,
639,5,Chemin Tristesse,
639,6,Tristesse-Weg,
639,7,Senda Melancolía,
639,8,Via Malinconia,
639,9,Mélancolie Path,
639,11,トリスト通り,
640,1,フロストケイブ,
640,3,프로스트케이브,
640,5,Caverne Gelée,
640,6,Frosthöhle,
640,7,Gruta Helada,
640,8,Caverna Gelata,
640,9,Frost Cavern,
640,11,フロストケイブ,
641,1,１７ばんどうろ,
641,3,17번도로,
641,5,Route 17,
641,6,Route 17,
641,7,Ruta 17,
641,8,Percorso 17,
641,9,Route 17,
641,11,１７番道路,
642,1,マンムーロード,
642,3,맘모꾸리로드,
642,5,Route Mammochon,
642,6,Mamutel-Weg,
642,7,Sendero Mamoswine,
642,8,Passo Mamoswine,
642,9,Mamoswine Road,
642,11,マンムーロード,
643,1,ヒャッコクシティ,
643,3,향전시티,
643,5,Flusselles,
643,6,Fluxia City,
643,7,Ciudad Fluxus,
643,8,Fluxopoli,
643,9,Anistar City,
643,11,ヒャッコクシティ,
644,1,１８ばんどうろ,
644,3,18번도로,
644,5,Route 18,
644,6,Route 18,
644,7,Ruta 18,
644,8,Percorso 18,
644,9,Route 18,
644,11,１８番道路,
645,1,エトロワ・バレどおり,
645,3,에뜨르와 발레 도로,
645,5,Chemin des Gorges,
645,6,Vallée-Étroite-Weg,
645,7,Senda Valle Angosto,
645,8,Via Valle Stretta,
645,9,Vallée Étroite Way,
645,11,エトロワ・バレ通り,
646,1,レンリタウン,
646,3,배롱마을,
646,5,Mozheim,
646,6,Mosaia,
646,7,Pueblo Mosaico,
646,8,Ponte Mosaico,
646,9,Couriway Town,
646,11,レンリタウン,
647,1,１９ばんどうろ,
647,3,19번도로,
647,5,Route 19,
647,6,Route 19,
647,7,Ruta 19,
647,8,Percorso 19,
647,9,Route 19,
647,11,１９番道路,
648,1,ラルジュ・バレどおり,
648,3,라주 발레 도로,
648,5,Chemin du Val,
648,6,Vallée-Large-Weg,
648,7,Senda del Gran Valle,
648,8,Via Valle Larga,
648,9,Grande Vallée Way,
648,11,ラルジュ・バレ通り,
649,1,エイセツシティ,
649,3,이설시티,
649,5,Auffrac-les-Congères,
649,6,Fractalia City,
649,7,Ciudad Fractal,
649,8,Fractalopoli,
649,9,Snowbelle City,
649,11,エイセツシティ,
650,1,２０ばんどうろ,
650,3,20번도로,
650,5,Route 20,
650,6,Route 20,
650,7,Ruta 20,
650,8,Percorso 20,
650,9,Route 20,
650,11,２０番道路,
651,1,まよいのもり,
651,3,미혹의 숲,
651,5,Bois du Dédale,
651,6,Irrwald,
651,7,Bosque Errantes,
651,8,Bosco Passoperso,
651,9,Winding Woods,
651,11,迷いの森,
652,1,ポケモンのむら,
652,3,포켓몬마을,
652,5,Village Pokémon,
652,6,Pokémon-Dorf,
652,7,Villa Pokémon,
652,8,Valle dei Pokémon,
652,9,Pokémon Village,
652,11,ポケモンの村,
653,1,２１ばんどうろ,
653,3,21번도로,
653,5,Route 21,
653,6,Route 21,
653,7,Ruta 21,
653,8,Percorso 21,
653,9,Route 21,
653,11,２１番道路,
654,1,デルニエどおり,
654,3,데르니에 도로,
654,5,Chemin Final,
654,6,Dernier-Weg,
654,7,Vía Ultimia,
654,8,Via Ultima,
654,9,Dernière Way,
654,11,デルニエ通り,
655,1,２２ばんどうろ,
655,3,22번도로,
655,5,Route 22,
655,6,Route 22,
655,7,Ruta 22,
655,8,Percorso 22,
655,9,Route 22,
655,11,２２番道路,
656,1,デトルネどおり,
656,3,데뚜르네 도로,
656,5,Chemin Détour,
656,6,Détourné-Weg,
656,7,Vía Desvío,
656,8,Via Detour,
656,9,Détourner Way,
656,11,デトルネ通り,
657,1,チャンピオンロード,
657,3,챔피언로드,
657,5,Route Victoire,
657,6,Siegesstraße,
657,7,Calle Victoria,
657,8,Via Vittoria,
657,9,Victory Road,
657,11,チャンピオンロード,
658,1,ポケモンリーグ,
658,3,포켓몬리그,
658,5,Ligue Pokémon,
658,6,Pokémon Liga,
658,7,Liga Pokémon,
658,8,Lega Pokémon,
658,9,Pokémon League,
658,11,ポケモンリーグ,
659,1,キナンシティ,
659,3,기남시티,
659,5,Batisques,
659,6,Batika City,
659,7,Ciudad Batik,
659,8,Batikopoli,
659,9,Kiloude City,
659,11,キナンシティ,
660,1,バトルハウス,
660,3,배틀하우스,
660,5,Maison de Combat,
660,6,Kampfhaus,
660,7,Mansión Batalla,
660,8,Villa Lotta,
660,9,Battle Maison,
660,11,バトルハウス,
661,1,アズールわん,
661,3,아쥐르만,
661,5,Baie Azur,
661,6,Azurbucht,
661,7,Bahía Azul,
661,8,Baia Azzurra,
661,9,Azure Bay,
661,11,アズール湾,
662,1,フウジョゲート,
662,3,버들비게이트,
662,5,Porte de La Frescale,
662,6,Frescora-Tor,
662,7,Acceso a Fresco,
662,8,Varco Frescovilla,
662,9,Dendemille Gate,
662,11,フウジョゲート,
663,1,レンリゲート,
663,3,배롱게이트,
663,5,Porte de Mozheim,
663,6,Mosaia-Tor,
663,7,Acceso a Mosaico,
663,8,Varco Ponte Mosaico,
663,9,Couriway Gate,
663,11,レンリゲート,
664,1,コウジンゲート,
664,3,가라게이트,
664,5,Porte de R. s/Gliffe,
664,6,Petrophia-Tor,
664,7,Acceso a Petroglifo,
664,8,Varco Petroglifari,
664,9,Ambrette Gate,
664,11,コウジンゲート,
665,1,ミアレゲート,
665,3,미르게이트,
665,5,Porte d’Illumis,
665,6,Illumina-Tor,
665,7,Acceso a Luminalia,
665,8,Varco Luminopoli,
665,9,Lumiose Gate,
665,11,ミアレゲート,
666,1,シャラゲート,
666,3,사라게이트,
666,5,Porte de Yantreizh,
666,6,Yantara-Tor,
666,7,Acceso a Yantra,
666,8,Varco Yantaropoli,
666,9,Shalour Gate,
666,11,シャラゲート,
667,1,ヒヨクゲート,
667,3,비익게이트,
667,5,Porte de P. Tempères,
667,6,Tempera-Tor,
667,7,Acceso a Témpera,
667,8,Varco Temperopoli,
667,9,Coumarine Gate,
667,11,ヒヨクゲート,
668,1,クノエゲート,
668,3,후늬게이트,
668,5,Porte de Romant,
668,6,Romantia-Tor,
668,7,Acceso a Romantis,
668,8,Varco Romantopoli,
668,9,Laverre Gate,
668,11,クノエゲート,
669,1,ヒャッコクゲート,
669,3,향전게이트,
669,5,Porte de Flusselles,
669,6,Fluxia-Tor,
669,7,Acceso a Fluxus,
669,8,Varco Fluxopoli,
669,9,Anistar Gate,
669,11,ヒャッコクゲート,
670,1,エイセツゲート,
670,3,이설게이트,
670,5,Porte d’Auffrac,
670,6,Fractalia-Tor,
670,7,Acceso a Fractal,
670,8,Varco Fractalopoli,
670,9,Snowbelle Gate,
670,11,エイセツゲート,
671,1,かがやきのどうくつ,
671,3,반짝임의 동굴,
671,5,Grotte Étincelante,
671,6,Leuchthöhle,
671,7,Cueva Brillante,
671,8,Grotta dei Bagliori,
671,9,Glittering Cave,
671,11,輝きの洞窟,
672,1,じつなぎのどうけつ,
672,3,땅이음의 동굴,
672,5,Cave Connecterre,
672,6,Geolinkhöhle,
672,7,Gruta Tierraunida,
672,8,Grotta Trait d’Union,
672,9,Connecting Cave,
672,11,地つなぎの洞穴,
673,1,ズバットたちのすみか,
673,3,주뱃들의 소굴,
673,5,Antre Nosferapti,
673,6,Zubat-Nest,
673,7,Escondrijo Zubat,
673,8,Tana degli Zubat,
673,9,Zubat Roost,
673,11,ズバットたちのすみか,
674,1,カロスはつでんしょ,
674,3,칼로스발전소,
674,5,Centrale de Kalos,
674,6,Kalos-Kraftwerk,
674,7,Central de Kalos,
674,8,Centrale di Kalos,
674,9,Kalos Power Plant,
674,11,カロス発電所,
675,1,フレアだんひみつきち,
675,3,플레어단 비밀기지,
675,5,Repaire Team Flare,
675,6,Flare-Geheimbasis,
675,7,Guarida Team Flare,
675,8,Covo del Team Flare,
675,9,Team Flare Secret HQ,
675,11,フレア団秘密基地,
676,1,ついのどうくつ,
676,3,끝의 동굴,
676,5,Grotte Coda,
676,6,Omega-Höhle,
676,7,Cueva Desenlace,
676,8,Grotta Climax,
676,9,Terminus Cave,
676,11,終の洞窟,
677,1,あれはてホテル,
677,3,황폐해진 호텔,
677,5,Hôtel Désolation,
677,6,Hotelruine,
677,7,Hotel Desolación,
677,8,Albergo Diroccato,
677,9,Lost Hotel,
677,11,荒れ果てホテル,
678,1,うつろのま,
678,3,공허의 방,
678,5,Chambre Néant,
678,6,Kammer der Leere,
678,7,Estancia Vacua,
678,8,Stanza Vacua,
678,9,Chamber of Emptiness,
678,11,空ろの間,
679,1,わだつみのあな,
679,3,해신의 굴,
679,5,Antre Néréen,
679,6,Meerestitanenhöhle,
679,7,Cueva Talasia,
679,8,Antro Talassico,
679,9,Sea Spirit’s Den,
679,11,海神の穴,
680,1,フレンドサファリ,
680,3,프렌드사파리,
680,5,Safari des Amis,
680,6,Kontaktsafari,
680,7,Safari Amistad,
680,8,Safari Amici,
680,9,Friend Safari,
680,11,フレンドサファリ,
681,1,かえんのま,
681,3,화염의 방,
681,5,Chambre du Brasier,
681,6,Flammen-Saal,
681,7,Sala de las Llamas,
681,8,Sala delle Fiamme,
681,9,Blazing Chamber,
681,11,火炎の間,
682,1,すいもんのま,
682,3,수문의 방,
682,5,Chambre du Barrage,
682,6,Schleusen-Saal,
682,7,Sala de la Esclusa,
682,8,Sala delle Chiuse,
682,9,Flood Chamber,
682,11,水門の間,
683,1,こうてつのま,
683,3,무쇠의 방,
683,5,Chambre de l’Alliage,
683,6,Rüstungs-Saal,
683,7,Sala del Metal,
683,8,Sala del Metallo,
683,9,Ironworks Chamber,
683,11,鋼鉄の間,
684,1,りゅうしょうのま,
684,3,용문양의 방,
684,5,Chambre de la Guivre,
684,6,Draco-Saal,
684,7,Sala del Draco,
684,8,Sala del Dragone,
684,9,Dragonmark Chamber,
684,11,竜章の間,
685,1,ひかりのま,
685,3,빛의 방,
685,5,Chambre de l’Éclat,
685,6,Licht-Saal,
685,7,Sala de la Luz,
685,8,Sala della Luce,
685,9,Radiant Chamber,
685,11,光の間,
686,1,ポケモンリーグゲート,
686,3,포켓몬리그 게이트,
686,5,Porte de la Ligue,
686,6,Tor zur Pokémon Liga,
686,7,Acceso Liga Pokémon,
686,8,Varco Lega Pokémon,
686,9,Pokémon League Gate,
686,11,ポケモンリーグゲート,
687,1,ミアレステーション,
687,3,미르 스테이션,
687,5,Gare d’Illumis,
687,6,Bahnhof von Illumina,
687,7,Estación Luminalia,
687,8,Stazione Luminopoli,
687,9,Lumiose Station,
687,11,ミアレステーション,
688,1,キナンステーション,
688,3,기남 스테이션,
688,5,Gare de Batisques,
688,6,Bahnhof von Batika,
688,7,Estación Batik,
688,8,Stazione Batikopoli,
688,9,Kiloude Station,
688,11,キナンステーション,
689,1,コウジンすいぞくかん,
689,3,가라 수족관,
689,5,Aquarium R. s/Gliffe,
689,6,Petrophia-Aquarium,
689,7,Acuario Petroglifo,
689,8,Acquario,
689,9,Ambrette Aquarium,
689,11,コウジン水族館,
690,1,ななしのどうくつ,
690,3,이름없는 동굴,
690,5,Grotte Inconnue,
690,6,Geheimdungeon,
690,7,Mazmorra Rara,
690,8,Grotta Ignota,
690,9,Unknown Dungeon,
690,11,ななしの洞窟,
691,1,ポケモンリーグ,
691,3,포켓몬리그,
691,5,Ligue Pokémon,
691,6,Pokémon Liga,
691,7,Liga Pokémon,
691,8,Lega Pokémon,
691,9,Pokémon League,
691,11,ポケモンリーグ,
692,1,アクアだんアジト,
692,3,아쿠아단아지트,
692,5,Planque Aqua,
692,6,Team Aquas Versteck,
692,7,Guarida Aqua,
692,8,Rifugio Idro,
692,9,Team Aqua Hideout,
692,11,アクア団アジト,
693,1,シーキンセツ,
693,3,씨보라,
693,5,Lavandia Sea,
693,6,Seewoge Malvenfroh,
693,7,Malvamar,
693,8,Ciclamare,
693,9,Sea Mauville,
693,11,シーキンセツ,
694,1,マグマだんアジト,
694,3,마그마단아지트,
694,5,Planque Magma,
694,6,Team Magmas Versteck,
694,7,Guarida Magma,
694,8,Rifugio Magma,
694,9,Team Magma Hideout,
694,11,マグマ団アジト,
695,1,バトルリゾート,
695,3,배틀리조트,
695,5,Atoll de Combat,
695,6,Kampfresort,
695,7,Resort Batalla,
695,8,Resort Lotta,
695,9,Battle Resort,
695,11,バトルリゾート,
696,1,タイドリップごう,
696,3,타이드립호,
696,5,Le Marina,
696,6,MS Tide,
696,7,S.S. Marea,
696,8,Motonave Marea,
696,9,S.S. Tidal,
696,11,タイドリップ号,
697,1,マボロシもり,
697,3,환상숲,
697,5,Forêt Mirage,
697,6,Wunderwald,
697,7,Bosque Espejismo,
697,8,Selva Miraggio,
697,9,Mirage Forest,
697,11,マボロシ森,
698,1,マボロシどうくつ,
698,3,환상동굴,
698,5,Grotte Mirage,
698,6,Wunderhöhle,
698,7,Cueva Espejismo,
698,8,Grotta Miraggio,
698,9,Mirage Cave,
698,11,マボロシ洞窟,
699,1,マボロシやま,
699,3,환상산,
699,5,Mont Mirage,
699,6,Wunderberg,
699,7,Monte Espejismo,
699,8,Monte Miraggio,
699,9,Mirage Mountain,
699,11,マボロシ山,
700,1,みかいのもり,
700,3,미개척의 숲,
700,5,Forêt Impénétrable,
700,6,Wilder Wald,
700,7,Bosque Virgen,
700,8,Foresta Vergine,
700,9,Trackless Forest,
700,11,未開の森,
701,1,なもなきへいげん,
701,3,이름없는 평원,
701,5,Plaine Sans Nom,
701,6,Namenlose Ebene,
701,7,Llanura Sinnombre,
701,8,Piana Senza Nome,
701,9,Pathless Plain,
701,11,名もなき平原,
702,1,みちのどうくつ,
702,3,미지의 동굴,
702,5,Grotte Oubliée,
702,6,Unerforschte Höhle,
702,7,Cueva Ignota,
702,8,Caverna Ignota,
702,9,Nameless Cavern,
702,11,未知の洞窟,
703,1,おぼろのどうくつ,
703,3,희미한 동굴,
703,5,Grotte Évanescente,
703,6,Rätselhafte Höhle,
703,7,Cueva Incierta,
703,8,Grotta Sfuggente,
703,9,Fabled Cave,
703,11,おぼろの洞窟,
704,1,いびつなあな,
704,3,비틀린 굴,
704,5,Gouffre Informe,
704,6,Höhle der Spaltung,
704,7,Boquete Irregular,
704,8,Fossa Informe,
704,9,Gnarled Den,
704,11,いびつな穴,
705,1,ゆみなりのしま,
705,3,궁형의 섬,
705,5,Île de l’Arc,
705,6,Sichelinsel,
705,7,Isla Creciente,
705,8,Isola Arcodiluna,
705,9,Crescent Isle,
705,11,弓形の島,
706,1,ひみつのこじま,
706,3,비밀의 작은 섬,
706,5,Îlot Secret,
706,6,Geheiminsel,
706,7,Islote Secreto,
706,8,Isolotto Segreto,
706,9,Secret Islet,
706,11,ひみつの小島,
707,1,おおぞら,
707,3,창공,
707,5,Grand Ciel,
707,6,Luftraum,
707,7,Firmamento,
707,8,Ipersfera,
707,9,Soaring in the sky,
707,11,大空,
708,1,ひみつのいそべ,
708,3,비밀의 바위해변,
708,5,Plage Secrète,
708,6,Geheime Küste,
708,7,Costa Secreta,
708,8,Baia Segreta,
708,9,Secret Shore,
708,11,ひみつのいそべ,
709,1,ひみつのはなばたけ,
709,3,비밀의 꽃밭,
709,5,Champ Fleuri Secret,
709,6,Geheime Blumenwiese,
709,7,Prado Secreto,
709,8,Valle Segreta,
709,9,Secret Meadow,
709,11,ひみつの花畑,
710,1,１ばんどうろ,ハウオリシティはずれ
710,3,1번도로,하우올리시티 변두리
710,4,１號道路,好奧樂市郊
710,5,Route 1,Abords d’Ekaeka
710,6,Route 1,Hauholi-Stadtrand
710,7,Ruta 1,Afueras de Hauoli
710,8,Percorso 1,Periferia di Hau’oli
710,9,Route 1,Hau’oli Outskirts
710,11,１番道路,ハウオリシティはずれ
710,12,１号道路,好奥乐市郊
711,1,１ばんどうろ,
711,3,1번도로,
711,4,１號道路,
711,5,Route 1,
711,6,Route 1,
711,7,Ruta 1,
711,8,Percorso 1,
711,9,Route 1,
711,11,１番道路,
711,12,１号道路,
712,1,３ばんどうろ,
712,3,3번도로,
712,4,３號道路,
712,5,Route 3,
712,6,Route 3,
712,7,Ruta 3,
712,8,Percorso 3,
712,9,Route 3,
712,11,３番道路,
712,12,３号道路,
713,1,２ばんどうろ,
713,3,2번도로,
713,4,２號道路,
713,5,Route 2,
713,6,Route 2,
713,7,Ruta 2,
713,8,Percorso 2,
713,9,Route 2,
713,11,２番道路,
713,12,２号道路,
714,1,カーラエわん,
714,3,칼라에만,
714,4,卡拉蔚灣,
714,5,Baie de Kala’e,
714,6,Kala’e-Bucht,
714,7,Bahía Kalae,
714,8,Baia Kala’e,
714,9,Kala’e Bay,
714,11,カーラエ湾,
714,12,卡拉蔚湾,
715,1,メレメレかい,
715,3,멜레멜레해,
715,4,美樂美樂海,
715,5,Mer de Mele-Mele,
715,6,Meer von Mele-Mele,
715,7,Mar de Melemele,
715,8,Mare di Mele Mele,
715,9,Melemele Sea,
715,11,メレメレ海,
715,12,美乐美乐海,
716,1,ハウオリシティ,ビーチサイドエリア
716,3,하우올리시티,비치사이드에리어
716,4,好奧樂市,海灘區
716,5,Ekaeka,Plage
716,6,Hauholi City,Strandpromenade
716,7,Ciudad Hauoli,Paseo Marítimo
716,8,Hau’oli,Lungomare
716,9,Hau’oli City,Beachfront
716,11,ハウオリシティ,ビーチサイドエリア
716,12,好奥乐市,海滩区
717,1,ハウオリシティ,ショッピングエリア
717,3,하우올리시티,쇼핑에리어
717,4,好奧樂市,商業區
717,5,Ekaeka,Zone commerciale
717,6,Hauholi City,Einkaufsviertel
717,7,Ciudad Hauoli,Zona Comercial
717,8,Hau’oli,Zona Commerciale
717,9,Hau’oli City,Shopping District
717,11,ハウオリシティ,ショッピングエリア
717,12,好奥乐市,商业区
718,1,ハウオリシティ,ポートエリア
718,3,하우올리시티,포트에리어
718,4,好奧樂市,港口區
718,5,Ekaeka,Port
718,6,Hauholi City,Hafen
718,7,Ciudad Hauoli,Puerto
718,8,Hau’oli,Porto
718,9,Hau’oli City,Marina
718,11,ハウオリシティ,ポートエリア
718,12,好奥乐市,港口区
719,1,リリィタウン,
719,3,릴리마을,
719,4,利利小鎮,
719,5,Lili’i,
719,6,Lili’i,
719,7,Pueblo Lilii,
719,8,Lili,
719,9,Iki Town,
719,11,リリィタウン,
719,12,利利小镇,
720,1,マハロさんどう,
720,3,마할로 산길,
720,4,馬哈羅山路,
720,5,Sentier de Mahalo,
720,6,Mahalo-Bergpfad,
720,7,Senda Mahalo,
720,8,Sentiero Mahalo,
720,9,Mahalo Trail,
720,11,マハロ山道,
720,12,马哈罗山路,
721,1,マハロさんどう,つりばし
721,3,마할로 산길,현수교
721,4,馬哈羅山路,吊橋
721,5,Sentier de Mahalo,Pont suspendu
721,6,Mahalo-Bergpfad,Hängebrücke
721,7,Senda Mahalo,Puente Colgante
721,8,Sentiero Mahalo,Ponte Sospeso
721,9,Mahalo Trail,Plank Bridge
721,11,マハロ山道,吊り橋
721,12,马哈罗山路,吊桥
722,1,いくさのいせき,
722,3,전쟁의 유적,
722,4,戰爭遺跡,
722,5,Ruines du Conflit,
722,6,Ruinen des Krieges,
722,7,Ruinas de la Guerra,
722,8,Tempio del Conflitto,
722,9,Ruins of Conflict,
722,11,戦の遺跡,
722,12,战争遗迹,
723,1,テンカラットヒル,
723,3,텐캐럿힐,
723,4,十克拉山丘,
723,5,Colline Dicarat,
723,6,Tenkarat-Hügel,
723,7,Colina Dequilate,
723,8,Collina Diecicarati,
723,9,Ten Carat Hill,
723,11,テンカラットヒル,
723,12,十克拉山丘,
724,1,テンカラットヒル,さいおうくうどう
724,3,텐캐럿힐,가장 깊은 공동
724,4,十克拉山丘,最深處的空洞
724,5,Colline Dicarat,Caldeira Toutofon
724,6,Tenkarat-Hügel,Zentraler Felskessel
724,7,Colina Dequilate,Caldera Remota
724,8,Collina Diecicarati,Caldera Recondita
724,9,Ten Carat Hill,Farthest Hollow
724,11,テンカラットヒル,最奥空洞
724,12,十克拉山丘,最深处的空洞
725,1,ハウオリれいえん,
725,3,하우올리 묘원,
725,4,好奧樂墓園,
725,5,Cimetière d’Ekaeka,
725,6,Hauholi-Friedhof,
725,7,Cementerio de Hauoli,
725,8,Cimitero di Hau’oli,
725,9,Hau’oli Cemetery,
725,11,ハウオリ霊園,
725,12,好奥乐墓园,
726,1,メレメレのはなぞの,
726,3,멜레멜레 화원,
726,4,美樂美樂花園,
726,5,Jardin de Mele-Mele,
726,6,Mele-Mele-Blumenmeer,
726,7,Jardines de Melemele,
726,8,Prato Mele Mele,
726,9,Melemele Meadow,
726,11,メレメレの花園,
726,12,美乐美乐花园,
727,1,うみつなぎのどうけつ,
727,3,바다연결동굴,
727,4,通海洞穴,
727,5,Grotte Verlamer,
727,6,Meereshöhle,
727,7,Gruta Unemar,
727,8,Grotta Pratomare,
727,9,Seaward Cave,
727,11,海繋ぎの洞穴,
727,12,通海洞穴,
728,1,きのみばたけ,
728,3,나무열매 밭,
728,4,樹果園,
728,5,Champ de Baies,
728,6,Beerenfelder,
728,7,Huerto de Bayas,
728,8,Orto delle Bacche,
728,9,Berry Fields,
728,11,きのみ畑,
728,12,树果园,
