item_id,version_group_id,language_id,flavor_text
299,11,5,"Une boîte remplie d’une énorme quantité
d’énergie électrique. Appréciée d’un
certain Pokémon."
299,11,9,"A box packed with a tremendous
amount of electric energy.
It is loved by a certain Pokémon."
299,14,9,"A box packed with a tremendous
amount of electric energy.
It is loved by a certain Pokémon."
300,8,9,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon."
300,9,9,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon."
300,10,9,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon."
300,11,5,"Une boîte remplie d’une énorme quantité
d’énergie magmatique. Appréciée d’un
certain Pokémon."
300,11,9,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon."
300,14,9,"A box packed with a tremendous
amount of magma energy.
It is loved by a certain Pokémon."
301,8,9,"A transparent device overflowing with
dubious data.
Its producer is unknown."
301,9,9,"A transparent device overflowing with
dubious data.
Its producer is unknown."
301,10,9,"A transparent device overflowing with
dubious data.
Its producer is unknown."
301,11,5,"Appareil transparent rempli de données
douteuses. Son fabricant n’est pas
connu."
301,11,9,"A transparent device overflowing with
dubious data.
Its producer is unknown."
301,14,9,"A transparent device overflowing with
dubious data.
Its producer is unknown."
302,8,9,"A cloth imbued with horrifyingly strong
spiritual energy.
It is loved by a certain Pokémon."
302,9,9,"A cloth imbued with horrifyingly strong
spiritual energy.
It is loved by a certain Pokémon."
302,10,9,"A cloth imbued with horrifyingly strong
spiritual energy.
It is loved by a certain Pokémon."
302,11,5,"Un tissu imprégné d’une énergie
spirituelle horriblement puissante.
Apprécié d’un certain Pokémon."
302,11,9,"A cloth imbued with horrifyingly strong
spiritual energy.
It is loved by a certain Pokémon."
302,14,9,"A cloth imbued with horrifyingly strong
spiritual energy.
It is loved by a certain Pokémon."
303,8,9,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder’s critical-hit ratio."
303,9,9,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder’s critical-hit ratio."
303,10,9,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder’s critical-hit ratio."
303,11,5,"Objet à tenir. Griffe crochue
et pointue augmentant le taux
de critiques."
303,11,9,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder’s critical-hit ratio."
303,14,9,"An item to be held by a Pokémon.
It is a sharply hooked claw that ups
the holder’s critical-hit ratio."
304,8,9,"An item to be held by a Pokémon.
It may cause the foe to flinch when
the holder inflicts damage."
304,9,9,"An item to be held by a Pokémon.
It may cause the foe to flinch when
the holder inflicts damage."
304,10,9,"An item to be held by a Pokémon.
It may cause the foe to flinch when
the holder inflicts damage."
304,11,5,"Objet à tenir pouvant apeurer l’ennemi
quand le porteur lui inflige des dégâts."
304,11,9,"An item to be held by a Pokémon.
It may make foes and allies flinch
when the holder inflicts damage."
304,14,9,"An item to be held by a Pokémon.
It may make foes and allies flinch
when the holder inflicts damage."
305,5,9,"Powerful, but makes
the user flinch if
hit by the foe."
305,6,9,"Powerful, but makes
the user flinch if
hit by the foe."
305,7,9,"An attack that is
executed last.
The user flinches
if hit beforehand."
305,8,9,"The user focuses its mind before
launching this attack. It will fail if
the user is hit before it is used."
305,9,9,"The user focuses its mind before
launching this attack. It will fail if
the user is hit before it is used."
305,10,9,"The user focuses its mind before
launching this attack. It will fail if
the user is hit before it is used."
305,11,5,"Le lanceur s’aiguise les griffes.
Augmente l’Attaque et la Précision."
305,11,9,"The user sharpens its claws to
boost its Attack stat and accuracy."
305,14,9,"The user sharpens its claws to
boost its Attack stat and accuracy."
305,15,9,"The user sharpens its claws to
boost its Attack stat and accuracy."
306,5,9,"Hooks and slashes
the foe with long,
sharp claws."
306,6,9,"Hooks and slashes
the foe with long,
sharp claws."
306,7,9,"Sharp, huge claws
hook and slash the
foe quickly and
with great power."
306,8,9,"Sharp, huge claws hook and slash
the foe quickly and with great
power."
306,9,9,"Sharp, huge claws hook and slash
the foe quickly and with great
power."
306,10,9,"Sharp, huge claws hook and slash
the foe quickly and with great
power."
306,11,5,"Le lanceur lacère l’ennemi de ses
grandes griffes aiguisées."
306,11,9,"The user slashes the target with huge,
sharp claws."
306,14,9,"The user slashes the target with huge,
sharp claws."
307,5,9,"Generates an
ultrasonic wave
that may confuse."
307,6,9,"Generates an
ultrasonic wave
that may confuse."
307,7,9,"An attack with a
pulsing blast of
water. It may also
confuse the foe."
307,8,9,"The foe is hit with a pulsing blast
of water. It may also confuse the
target."
307,9,9,"The foe is hit with a pulsing blast
of water. It may also confuse the
target."
307,10,9,"The foe is hit with a pulsing blast
of water. It may also confuse the
target."
307,11,5,"Le lanceur matérialise des ondes
mystérieuses qu’il projette sur
l’ennemi. Inflige des dégâts physiques."
307,11,9,"The user materializes an odd
psychic wave to attack the target.
This attack does physical damage."
307,14,9,"The user materializes an odd
psychic wave to attack the target.
This attack does physical damage."
308,5,9,"Raises SP. ATK and
SP. DEF by focusing
the mind."
308,6,9,"Raises SP. ATK and
SP. DEF by focusing
the mind."
308,7,9,"The user focuses
its mind to raise
the SP. ATK and
SP. DEF stats."
308,8,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk
and Sp. Def stats."
308,9,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk
and Sp. Def stats."
308,10,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk
and Sp. Def stats."
308,11,5,"Le lanceur se concentre et fait le vide
dans son esprit pour monter son
Atq. Spé. et sa Déf. Spé."
308,11,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk
and Sp. Def stats."
308,14,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk
and Sp. Def stats."
308,15,9,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk and
Sp. Def stats.
"
309,5,9,"A savage roar that
makes the foe flee 
to end the battle."
309,6,9,"A savage roar that
makes the foe flee 
to end the battle."
309,7,9,"The foe is made to
switch out with an
ally. In the wild,
the battle ends."
309,8,9,"The foe is scared off, to be replaced
by another Pokémon in its party.
In the wild, the battle ends."
309,9,9,"The foe is scared off, to be replaced
by another Pokémon in its party.
In the wild, the battle ends."
309,10,9,"The foe is scared off, to be replaced
by another Pokémon in its party.
In the wild, the battle ends."
309,11,5,"Effraie le Pokémon visé et le
remplace par un autre. Dans
la nature, met fin au combat."
309,11,9,"The target is scared off and replaced
by another Pokémon in its party.
In the wild, the battle ends."
309,14,9,"The target is scared off and replaced
by another Pokémon in its party.
In the wild, the battle ends."
310,5,9,"Poisons the foe
with a toxin that
gradually worsens."
310,6,9,"Poisons the foe
with a toxin that
gradually worsens."
310,7,9,"A move that badly
poisons the foe.
Its poison damage
worsens every turn."
310,8,9,"A move that leaves the foe badly
poisoned. This poison damage
worsens every turn."
310,9,9,"A move that leaves the foe badly
poisoned. This poison damage
worsens every turn."
310,10,9,"A move that leaves the foe badly
poisoned. This poison damage
worsens every turn."
310,11,5,"Empoisonne gravement l’ennemi. Les
dégâts dus au poison augmentent à
chaque tour."
310,11,9,"A move that leaves the target badly
poisoned. Its poison damage
worsens every turn."
310,14,9,"A move that leaves the target badly
poisoned. Its poison damage
worsens every turn."
311,5,9,"Summons a hailstorm
that hurts all
types except ICE."
311,6,9,"Creates a hailstorm
that damages all
types except ICE."
311,7,9,"A hailstorm lasting
five turns damages
all POKéMON except
the ICE-type."
311,8,9,"Summons a hailstorm that lasts for
five turns. The hailstorm damages
all types except Ice."
311,9,9,"Summons a hailstorm that lasts for
five turns. The hailstorm damages
all types except Ice."
311,10,9,"Summons a hailstorm that lasts for
five turns. The hailstorm damages
all types except Ice."
311,11,5,"Invoque une tempête de grêle qui dure
5 tours. Ne blesse pas les Pokémon de
type Glace."
311,11,9,"Summons a hailstorm that lasts for
five turns. The hailstorm damages
all types except Ice."
311,14,9,"Summons a hailstorm that lasts for
five turns. The hailstorm damages
all types except Ice."
312,5,9,"Bulks up the body
to boost both
ATTACK & DEFENSE."
312,6,9,"Bulks up the body
to boost both
ATTACK & DEFENSE."
312,7,9,"The user bulks up
its body to boost
both its ATTACK and
DEFENSE stats."
312,8,9,"The user tenses its muscles to bulk up
its body, boosting both its Attack and
Defense stats."
312,9,9,"The user tenses its muscles to bulk up
its body, boosting both its Attack and
Defense stats."
312,10,9,"The user tenses its muscles to bulk up
its body, boosting both its Attack and
Defense stats."
312,11,5,"Le lanceur tend ses muscles pour se
gonfler, ce qui booste son Attaque et
sa Défense."
312,11,9,"The user tenses its muscles to bulk up
its body, boosting both its Attack and
Defense stats."
312,14,9,"The user tenses its muscles to bulk up
its body, boosting both its Attack and
Defense stats."
313,5,9,"Shoots 2 to 5 seeds
in a row to strike
the foe."
313,6,9,"Shoots 2 to 5 seeds
in a row to strike
the foe."
313,7,9,"The user shoots
seeds at the foe.
Two to five seeds
are shot at once."
313,8,9,"The user forcefully shoots seeds at
the foe. Two to five seeds are shot in
rapid succession."
313,9,9,"The user forcefully shoots seeds at
the foe. Two to five seeds are shot in
rapid succession."
313,10,9,"The user forcefully shoots seeds at
the foe. Two to five seeds are shot in
rapid succession."
313,11,5,"Le lanceur inocule un poison spécial
à l’ennemi. L’effet est doublé si
l’ennemi est déjà empoisonné."
313,11,9,"The user drenches the target in a
special poisonous liquid. Its power
is doubled if the target is poisoned."
313,14,9,"The user drenches the target in a
special poisonous liquid. Its power
is doubled if the target is poisoned."
313,15,9,"The user drenches the target in a special
poisonous liquid. This move's power is
doubled if the target is poisoned."
314,5,9,"The attack power
varies among
different POKéMON."
314,6,9,"The attack power
varies among
different POKéMON."
314,7,9,"An attack that
varies in type and
intensity depending
on the user."
314,8,9,"A variable move that changes type
and power depending on the hidden
ability of the Pokémon using it."
314,9,9,"A variable move that changes type
and power depending on the hidden
ability of the Pokémon using it."
314,10,9,"A variable move that changes type
and power depending on the hidden
ability of the Pokémon using it."
314,11,5,"La puissance et le type de la
capacité dépendent de l’aptitude
cachée du lanceur."
314,11,9,"A unique attack that varies in type and
intensity depending on the Pokémon
using it."
314,14,9,"A unique attack that varies in type and
intensity depending on the Pokémon
using it."
314,15,9,"A unique attack that varies in type
depending on the Pokémon using it."
315,5,9,"Raises the power of
FIRE-type moves
for 5 turns."
315,6,9,"Raises the power of
FIRE-type moves
for 5 turns."
315,7,9,"The sun blazes for
five turns, powering
up FIRE-type
moves."
315,8,9,"The user intensifies the sun for
five turns, powering up Fire-type
moves."
315,9,9,"The user intensifies the sun for
five turns, powering up Fire-type
moves."
315,10,9,"The user intensifies the sun for
five turns, powering up Fire-type
moves."
315,11,5,"Fait briller le soleil pendant 5 tours et
améliore les capacités de type Feu."
315,11,9,"The user intensifies the sun for
five turns, powering up Fire-type
moves."
315,14,9,"The user intensifies the sun for
five turns, powering up Fire-type
moves."
316,5,9,"Enrages the foe so
it can only use
attack moves."
316,6,9,"Enrages the foe so
it can only use
attack moves."
316,7,9,"The foe is taunted
into a rage that
allows it to use
only attack moves."
316,8,9,"The foe is taunted into a rage that
allows it to use only attack moves for
two to four turns."
316,9,9,"The foe is taunted into a rage that
allows it to use only attack moves for
two to four turns."
316,10,9,"The foe is taunted into a rage that
allows it to use only attack moves for
two to four turns."
316,11,5,"Provoque l’ennemi. L’oblige à n’utiliser
que des attaques pendant 3 tours."
316,11,9,"The target is taunted into a rage that
allows it to use only attack moves
for three turns."
316,14,9,"The target is taunted into a rage that
allows it to use only attack moves
for three turns."
316,15,9,"The target is taunted into a rage
that allows it to use only attack
moves for three turns."
317,5,9,"Fires an icy cold
beam that may
freeze the foe."
317,6,9,"Fires an icy cold
beam that may
freeze the foe."
317,7,9,"The foe is struck
with an icy beam.
It may freeze the
foe solid."
317,8,9,"The foe is struck with an icy-cold
beam of energy. It may also freeze
the target solid."
317,9,9,"The foe is struck with an icy-cold
beam of energy. It may also freeze
the target solid."
317,10,9,"The foe is struck with an icy-cold
beam of energy. It may also freeze
the target solid."
317,11,5,"Un rayon de glace frappe l’ennemi.
Peut aussi le geler."
317,11,9,"The target is struck with an icy-cold
beam of energy.
It may also freeze the target solid."
317,14,9,"The target is struck with an icy-cold
beam of energy.
It may also freeze the target solid."
318,5,9,"A vicious snow-and-
wind attack that
may freeze the foe."
318,6,9,"A brutal snow-and-
wind attack that
may freeze the foe."
318,7,9,"The foe is blasted
with a blizzard.
It may freeze the
foe solid."
318,8,9,"A howling blizzard is summoned to
strike the foe. It may also freeze
the target solid."
318,9,9,"A howling blizzard is summoned to
strike the foe. It may also freeze
the target solid."
318,10,9,"A howling blizzard is summoned to
strike the foe. It may also freeze
the target solid."
318,11,5,"Une violente tempête de neige est
déclenchée sur l’ennemi. Peut aussi
le geler."
318,11,9,"A howling blizzard is summoned to strike
the opposing team. It may also freeze
them solid."
318,14,9,"A howling blizzard is summoned to strike
the opposing team. It may also freeze
them solid."
319,5,9,"Powerful, but needs
recharging the
next turn."
319,6,9,"Powerful, but needs
recharging the
next turn."
319,7,9,"A severely damaging
attack that makes
the user rest on
the next turn."
319,8,9,"The foe is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
319,9,9,"The foe is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
319,10,9,"The foe is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
319,11,5,"Projette un puissant rayon sur
l’ennemi. Le lanceur doit se reposer
au tour suivant."
319,11,9,"The target is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
319,14,9,"The target is attacked with a powerful
beam. The user must rest on the next
turn to regain its energy."
320,5,9,"Creates a wall of
light that lowers
SP. ATK damage."
320,6,9,"Creates a wall of
light that lowers
SP. ATK damage."
320,7,9,"A wall of light
cuts damage from
SP. ATK attacks
for five turns."
320,8,9,"A wondrous wall of light is put up to
suppress damage from special attacks
for five turns."
320,9,9,"A wondrous wall of light is put up to
suppress damage from special attacks
for five turns."
320,10,9,"A wondrous wall of light is put up to
suppress damage from special attacks
for five turns."
320,11,5,"Un fabuleux mur de lumière qui réduit
les dégâts causés par les attaques
spéciales durant 5 tours."
320,11,9,"A wondrous wall of light is put up to
suppress damage from special attacks
for five turns."
320,14,9,"A wondrous wall of light is put up to
suppress damage from special attacks
for five turns."
321,5,9,"Negates all damage,
but may fail if used
in succession."
321,6,9,"Negates all damage,
but may fail if used
in succession."
321,7,9,"Enables the user to
evade all attacks.
It may fail if used
in succession."
321,8,9,"It enables the user to evade all
attacks. Its chance of failing rises
if it is used in succession."
321,9,9,"It enables the user to evade all
attacks. Its chance of failing rises
if it is used in succession."
321,10,9,"It enables the user to evade all
attacks. Its chance of failing rises
if it is used in succession."
321,11,5,"Le lanceur esquive toutes les attaques.
Plus la capacité est utilisée de fois à la
suite, plus elle risque d’échouer."
321,11,9,"It enables the user to evade all
attacks. Its chance of failing rises
if it is used in succession."
321,14,9,"It enables the user to evade all
attacks. Its chance of failing rises
if it is used in succession."
321,15,9,"Enables the user to evade all attacks.
Its chance of failing rises if it is used
in succession."
322,5,9,"Raises the power of
WATER-type moves
for 5 turns."
322,6,9,"Raises the power of
WATER-type moves
for 5 turns."
322,7,9,"A heavy rain falls
for five turns,
powering up WATER-
type moves."
322,8,9,"The user summons a heavy rain that
falls for five turns, powering up
Water-type moves."
322,9,9,"The user summons a heavy rain that
falls for five turns, powering up
Water-type moves."
322,10,9,"The user summons a heavy rain that
falls for five turns, powering up
Water-type moves."
322,11,5,"Invoque de fortes pluies qui durent
5 tours et améliorent les capacités
de type Eau."
322,11,9,"The user summons a heavy rain that
falls for five turns, powering up
Water-type moves."
322,14,9,"The user summons a heavy rain that
falls for five turns, powering up
Water-type moves."
323,5,9,"Recovers half the
HP of the damage 
this move inflicts."
323,6,9,"Recovers half the
HP of the damage 
this move inflicts."
323,7,9,"A harsh attack that
absorbs half the
damage it inflicted
to restore HP."
323,8,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage
taken by the target."
323,9,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage
taken by the target."
323,10,9,"A nutrient-draining attack. The user’s
HP is restored by half the damage
taken by the target."
323,11,5,"Un pouvoir qui fait flotter l’ennemi
dans les airs. Pendant 3 tours, il
devient plus facile à atteindre."
323,11,9,"The user makes the target float with
its psychic power. The target is easier
to hit for three turns."
323,14,9,"The user makes the target float with
its psychic power. The target is easier
to hit for three turns."
324,5,9,"Prevents status
abnormality with a
mystical power."
324,6,9,"Prevents status
abnormality with a
mystical power."
324,7,9,"It protects the
user’s party from
all status problems
for five turns."
324,8,9,"The user creates a protective field
that prevents status problems like
poison, paralysis, burn, and sleep."
324,9,9,"The user creates a protective field
that prevents status problems like
poison, paralysis, burn, and sleep."
324,10,9,"The user creates a protective field
that prevents status problems like
poison, paralysis, burn, and sleep."
324,11,5,"Champ protecteur empêchant tous les
problèmes de statut pendant 5 tours."
324,11,9,"The user creates a protective field
that prevents status problems
for five turns."
324,14,9,"The user creates a protective field
that prevents status problems
for five turns."
324,15,9,"The user creates a protective field
that prevents status conditions
for five turns."
325,5,9,"The less the user
likes you, the more
powerful this move."
325,6,9,"The less the user
likes you, the more
powerful this move."
325,7,9,"This attack move
grows more powerful
the less the user
likes its TRAINER."
325,8,9,"A full-power attack that grows more
powerful the less the user likes its
Trainer."
325,9,9,"A full-power attack that grows more
powerful the less the user likes its
Trainer."
325,10,9,"A full-power attack that grows more
powerful the less the user likes its
Trainer."
325,11,5,"Moins le Pokémon aime son Dresseur,
plus cette attaque est puissante."
325,11,9,"A full-power attack that grows more
powerful the less the user likes its
Trainer."
325,14,9,"A full-power attack that grows more
powerful the less the user likes its
Trainer."
325,15,9,"A full-power attack that grows more
powerful the less the user likes
its Trainer."
326,5,9,"Absorbs sunlight in
the 1st turn, then
attacks next turn."
326,6,9,"Absorbs sunlight in
the 1st turn, then
attacks next turn."
326,7,9,"A 2-turn move that
blasts the foe with
absorbed energy in
the 2nd turn."
326,8,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on
the second turn."
326,9,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on
the second turn."
326,10,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on
the second turn."
326,11,5,"Absorbe la lumière au premier tour
et envoie un rayon puissant au
tour suivant."
326,11,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on
the second turn."
326,14,9,"A two-turn attack. The user gathers
light, then blasts a bundled beam on
the second turn."
327,5,9,"Slams the foe with
a hard tail. It may
lower DEFENSE."
327,6,9,"Slams the foe with
a hard tail. It may
lower DEFENSE."
327,7,9,"An attack with a
steel-hard tail.
It may lower the
foe’s DEFENSE stat."
327,8,9,"The foe is slammed with a sturdy
tail of steel. It may also lower the
target’s Defense stat if it hits."
327,9,9,"The foe is slammed with a sturdy
tail of steel. It may also lower the
target’s Defense stat if it hits."
327,10,9,"The foe is slammed with a sturdy
tail of steel. It may also lower the
target’s Defense stat if it hits."
327,11,5,"Le lanceur jette toutes sortes
de projectiles à un ennemi. Si ce
dernier vole, il tombe au sol."
327,11,9,"The user throws a stone or projectile
to attack an opponent. A flying Pokémon
will fall to the ground when it’s hit."
327,14,9,"The user throws a stone or projectile
to attack an opponent. A flying Pokémon
will fall to the ground when it’s hit."
328,5,9,"A powerful electric
attack that may
cause paralysis."
328,6,9,"A powerful electric
attack that may
cause paralysis."
328,7,9,"A strong electrical
attack that may
also leave the foe
paralyzed."
328,8,9,"A strong electric blast is loosed at
the foe. It may also leave the foe
paralyzed."
328,9,9,"A strong electric blast is loosed at
the foe. It may also leave the foe
paralyzed."
328,10,9,"A strong electric blast is loosed at
the foe. It may also leave the foe
paralyzed."
328,11,5,"Une grosse décharge électrique tombe
sur l’ennemi. Peut aussi le paralyser."
328,11,9,"A strong electric blast is loosed at the
target. It may also leave the target
with paralysis."
328,14,9,"A strong electric blast is loosed at the
target. It may also leave the target
with paralysis."
328,15,9,"A strong electric blasts crashes down on
the target. This may also leave the target
with paralysis.
"
329,5,9,"Strikes the foe
with a thunderbolt.
It may paralyze."
329,6,9,"Strikes the foe
with a thunderbolt.
It may paralyze."
329,7,9,"A brutal lightning
attack that may
also leave the foe
paralyzed."
329,8,9,"A wicked thunderbolt is dropped on the
foe to inflict damage. It may also
leave the target paralyzed."
329,9,9,"A wicked thunderbolt is dropped on the
foe to inflict damage. It may also
leave the target paralyzed."
329,10,9,"A wicked thunderbolt is dropped on the
foe to inflict damage. It may also
leave the target paralyzed."
329,11,5,"La foudre tombe sur l’ennemi pour
lui infliger des dégâts. Peut aussi
le paralyser."
329,11,9,"A wicked thunderbolt is dropped
on the target to inflict damage. It may
also leave the target with paralysis."
329,14,9,"A wicked thunderbolt is dropped
on the target to inflict damage. It may
also leave the target with paralysis."
330,5,9,"Causes a quake
that has no effect
on flying foes."
330,6,9,"Causes a quake
that has no effect
on flying foes."
330,7,9,"An earthquake that
strikes all POKéMON
in battle excluding
the user."
330,8,9,"The user sets off an earthquake
that hits all the Pokémon in the
battle."
330,9,9,"The user sets off an earthquake
that hits all the Pokémon in the
battle."
330,10,9,"The user sets off an earthquake
that hits all the Pokémon in the
battle."
330,11,5,"Le lanceur provoque un tremblement
de terre touchant tous les Pokémon
autour de lui."
330,11,9,"The user sets off an earthquake that
strikes every Pokémon around it."
330,14,9,"The user sets off an earthquake that
strikes every Pokémon around it."
331,5,9,"The more the user
likes you, the more
powerful this move."
331,6,9,"The more the user
likes you, the more
powerful this move."
331,7,9,"This attack move
grows more powerful
the more the user
likes its TRAINER."
331,8,9,"A full-power attack that grows more
powerful the more the user likes its
Trainer."
331,9,9,"A full-power attack that grows more
powerful the more the user likes its
Trainer."
331,10,9,"A full-power attack that grows more
powerful the more the user likes its
Trainer."
331,11,5,"Une attaque furieuse dont la puissance
augmente quand le Pokémon apprécie
son Dresseur."
331,11,9,"A full-power attack that grows more
powerful the more the user likes its
Trainer."
331,14,9,"A full-power attack that grows more
powerful the more the user likes its
Trainer."
331,15,9,"A full-power attack that grow more
powerful the more the user likes
its Trainer."
332,5,9,"Digs underground
the 1st turn, then
strikes next turn."
332,6,9,"Digs underground
the 1st turn, then
strikes next turn."
332,7,9,"An attack that hits
on the 2nd turn.
Can also be used
to exit dungeons."
332,8,9,"The user burrows, then attacks on the
second turn. It can also be used to
exit dungeons."
332,9,9,"The user burrows, then attacks on the
second turn. It can also be used to
exit dungeons."
332,10,9,"The user burrows, then attacks on the
second turn. It can also be used to
exit dungeons."
332,11,5,"Le lanceur creuse au 1er tour et
frappe au 2è. Permet aussi de
s’échapper d’un donjon."
332,11,9,"The user burrows, then attacks on the
second turn. It can also be used to
exit dungeons."
332,14,9,"The user burrows, then attacks on the
second turn. It can also be used to
exit dungeons."
332,15,9,"The user burrows, then attacks
on the next turn. It can also
be used to exit dungeons."
333,5,9,"A powerful psychic
attack that may
lower SP. DEF."
333,6,9,"A powerful psychic
attack that may
lower SP. DEF."
333,7,9,"A strong telekinetic
attack. It may also
lower the foe’s
SP. DEF stat."
333,8,9,"The foe is hit by a strong telekinetic
force. It may also reduce the foe’s
Sp. Def stat."
333,9,9,"The foe is hit by a strong telekinetic
force. It may also reduce the foe’s
Sp. Def stat."
333,10,9,"The foe is hit by a strong telekinetic
force. It may also reduce the foe’s
Sp. Def stat."
333,11,5,"Une puissante force télékinésique
frappe l’ennemi. Peut aussi faire
baisser sa Défense Spéciale."
333,11,9,"The target is hit by a strong
telekinetic force. It may also reduce
the target’s Sp. Def stat."
333,14,9,"The target is hit by a strong
telekinetic force. It may also reduce
the target’s Sp. Def stat."
334,5,9,"Hurls a dark lump
at the foe. It may
lower SP. DEF."
334,6,9,"Hurls a dark lump
at the foe. It may
lower SP. DEF."
334,7,9,"A shadowy blob is
hurled at the foe.
May also lower the
foe’s SP. DEF."
334,8,9,"The user hurls a shadowy blob at the
foe. It may also lower the foe’s
Sp. Def stat."
334,9,9,"The user hurls a shadowy blob at the
foe. It may also lower the foe’s
Sp. Def stat."
334,10,9,"The user hurls a shadowy blob at the
foe. It may also lower the foe’s
Sp. Def stat."
334,11,5,"Projette une grande ombre sur
l’ennemi. Peut aussi faire baisser
sa Défense Spéciale."
334,11,9,"The user hurls a shadowy blob at the
target. It may also lower the target’s
Sp. Def stat."
334,14,9,"The user hurls a shadowy blob at the
target. It may also lower the target’s
Sp. Def stat."
335,5,9,"Destroys barriers
like LIGHT SCREEN
and causes damage."
335,6,9,"Destroys barriers
like LIGHT SCREEN
and causes damage."
335,7,9,"An attack that also
breaks any barrier
like LIGHT SCREEN
and REFLECT."
335,8,9,"The user attacks with tough fists,
etc. It can also break any barrier
such as Light Screen and Reflect."
335,9,9,"The user attacks with tough fists,
etc. It can also break any barrier
such as Light Screen and Reflect."
335,10,9,"The user attacks with tough fists,
etc. It can also break any barrier
such as Light Screen and Reflect."
335,11,5,"Une attaque avec la main ou autre.
Peut briser les barrières comme Mur
Lumière et Protection."
335,11,9,"The user attacks with tough fists,
etc. It can also break any barrier
such as Light Screen and Reflect."
335,14,9,"The user attacks with tough fists,
etc. It can also break any barrier
such as Light Screen and Reflect."
336,5,9,"Creates illusory
copies to enhance
elusiveness."
336,6,9,"Creates illusory
copies to enhance
elusiveness."
336,7,9,"The user creates
illusory copies of
itself to raise its
evasiveness."
336,8,9,"The user begins moving so quickly
that it creates illusory copies to
raise its evasiveness."
336,9,9,"The user begins moving so quickly
that it creates illusory copies to
raise its evasiveness."
336,10,9,"The user begins moving so quickly
that it creates illusory copies to
raise its evasiveness."
336,11,5,"Le lanceur se déplace si vite qu’il crée
des copies illusoires de lui, augmentant
son Esquive."
336,11,9,"By moving rapidly, the user makes
illusory copies of itself to raise
its evasiveness."
336,14,9,"By moving rapidly, the user makes
illusory copies of itself to raise
its evasiveness."
336,15,9,"By moving rapidly, the user makes illusory
copies of itself to raise its evasiveness."
337,5,9,"Creates a wall of
light that weakens
physical attacks."
337,6,9,"Creates a wall of
light that weakens
physical attacks."
337,7,9,"A wall of light
cuts damage from
physical attacks
for five turns."
337,8,9,"A wondrous wall of light is put up to
suppress damage from physical attacks
for five turns."
337,9,9,"A wondrous wall of light is put up to
suppress damage from physical attacks
for five turns."
337,10,9,"A wondrous wall of light is put up to
suppress damage from physical attacks
for five turns."
337,11,5,"Un fabuleux mur de lumière qui réduit
les dégâts causés par les attaques
physiques durant 5 tours."
337,11,9,"A wondrous wall of light is put up to
suppress damage from physical attacks
for five turns."
337,14,9,"A wondrous wall of light is put up to
suppress damage from physical attacks
for five turns."
338,5,9,"Zaps the foe with a
jolt of electricity
that never misses."
338,6,9,"Zaps the foe with a
jolt of electricity
that never misses."
338,7,9,"A rapid jolt of
electricity strikes
the foe. It can’t
be evaded."
338,8,9,"The user strikes the foe with a quick
jolt of electricity. This attack cannot
be evaded."
338,9,9,"The user strikes the foe with a quick
jolt of electricity. This attack cannot
be evaded."
338,10,9,"The user strikes the foe with a quick
jolt of electricity. This attack cannot
be evaded."
338,11,5,"Attaque tout ce qui se trouve autour
avec une vague de crasse. Peut aussi
empoisonner."
338,11,9,"It swamps the area around the user
with a giant sludge wave.
It may also poison those hit."
338,14,9,"It swamps the area around the user
with a giant sludge wave.
It may also poison those hit."
339,5,9,"Looses a stream of
fire that may burn
the foe."
339,6,9,"Looses a stream of
fire that may burn
the foe."
339,7,9,"The foe is scorched
with intense flames.
The foe may suffer
a burn."
339,8,9,"The foe is scorched with an intense
blast of fire. The target may also be
left with a burn."
339,9,9,"The foe is scorched with an intense
blast of fire. The target may also be
left with a burn."
339,10,9,"The foe is scorched with an intense
blast of fire. The target may also be
left with a burn."
339,11,5,"L’ennemi reçoit un torrent de flammes.
Peut aussi le brûler."
339,11,9,"The target is scorched with an intense
blast of fire. It may also leave the
target with a burn."
339,14,9,"The target is scorched with an intense
blast of fire. It may also leave the
target with a burn."
340,5,9,"Hurls sludge at the
foe. It may poison
the foe."
